Source;Target;Weight
Aravind Srinivasan;Viswanath Nagarajan;0.333200
Aravind Srinivasan;R. Ravi;0.333300
Aravind Srinivasan;Nikhil Bansal;0.333200
Aravind Srinivasan;Anupam Gupta;2.666600
S. Anand 0002;Amit Kumar;0.333300
S. Anand 0002;Naveen Garg;0.666600
Michael Kearns;Siddharth Suri;1.000000
Michael Kearns;Yishay Mansour;3.333100
Michael Kearns;Umar Syed;1.333200
Michael Kearns;Sanjeev Khanna;0.333300
Michael Kearns;Eyal Even-Dar;0.333200
Michal Rosen;Ronitt Rubinfeld;0.333200
Michal Rosen;Dana Ron;0.333200
Michal Rosen;Krzysztof Onak;0.333200
Milos Hauskrecht;Branislav Kveton;8.433200
Milos Hauskrecht;Eli Upfal;2.666500
Milos Hauskrecht;Carlos Guestrin;1.333200
Milos Hauskrecht;Gopal Pandurangan;0.333300
Dan J. Wang;Jure Leskovec;0.333300
Dan J. Wang;Sanjay Ram Kairam;0.333300
David A. Grable;Devdatt P. Dubhashi;0.333300
David A. Grable;Alessandro Panconesi;4.333300
Philippas Tsigas;Marios Mavronicolas;0.333300
Philippas Tsigas;Lefteris M. Kirousis;1.333200
Philippas Tsigas;Naveen Garg;0.666600
Philippas Tsigas;Alessandro Panconesi;0.333200
Philippas Tsigas;Marina Papatriantafilou;13.198700
Philippas Tsigas;Shlomi Dolev;0.833000
Philippas Tsigas;Paul M. B. Vitányi;0.333200
Omri Weinstein;Muli Safra;0.433200
Omri Weinstein;Dana Ron;0.433200
Omri Weinstein;Ronitt Rubinfeld;0.433200
Matthew J. Streeter;Daniel Golovin;2.333200
Matthew J. Streeter;H. Brendan McMahan;7.000000
Matthew J. Streeter;Andreas Krause;0.666600
Asim Smailagic;Daniel P. Siewiorek;11.177000
Asim Smailagic;Andreas Krause;0.535600
Golan Yona;Klara Kedem;1.000000
Golan Yona;Umar Syed;1.000000
Golan Yona;Nathan Linial;0.499900
Golan Yona;Ran El-Yaniv;0.833200
Golan Yona;Ron Begleiter;0.666600
Ravindran Kannan;Avrim Blum;1.000000
Ravindran Kannan;Richard J. Lipton;2.000000
Ravindran Kannan;Santosh Vempala;0.999900
Ravindran Kannan;Gary L. Miller;0.666600
Ravindran Kannan;Amit Kumar;2.000000
Ilias Foudalis;Martha Sideri;0.333200
Ilias Foudalis;Christos H. Papadimitriou;0.333200
Cheng Soon Ong;Andreas Krause;1.000000
Torsten Suel;Frank Thomson Leighton;0.733200
Torsten Suel;S. Muthukrishnan;2.899800
Torsten Suel;Yuan Ma;0.733200
Torsten Suel;C. Greg Plaxton;5.399900
Torsten Suel;Satish Rao;0.366600
Torsten Suel;Rajmohan Rajaraman;0.333300
Bin Fu;Ming-Yang Kao;1.333200
Bin Fu;Lei Li;0.333300
Bin Fu;Jaime G. Carbonell;0.833100
Bin Fu;Christos Faloutsos;0.333300
Bin Fu;Garth A. Gibson;0.333200
Michael D. Hirsch;Stephen A. Vavasis;1.333300
Michael D. Hirsch;Christos H. Papadimitriou;0.333300
Michael Terrell;Mark Sandler;1.000000
Christopher W. Clifton;Xindong Wu;0.333300
Christopher W. Clifton;Christos Faloutsos;0.333300
Daniel J. Kleitman;Frank Thomson Leighton;1.333100
Daniel J. Kleitman;Don Coppersmith;0.333300
Daniel J. Kleitman;Tom Bohman;0.499900
Daniel J. Kleitman;Yuan Ma;0.666600
Daniel J. Kleitman;Maria M. Klawe;1.000000
Daniel J. Kleitman;Noga Alon;4.766500
Daniel J. Kleitman;Alok Aggarwal;0.333300
Daniel J. Kleitman;Margaret Lepley;0.333200
Daniel J. Kleitman;Fan R. K. Chung;0.333300
Daniel J. Kleitman;Gary L. Miller;0.333200
Daniel J. Kleitman;Zoltán Füredi;2.499800
Daniel J. Kleitman;Michel X. Goemans;0.333300
Daniel J. Kleitman;Leonard J. Schulman;1.095200
Daniel J. Kleitman;Larry Finkelstein;0.333300
Sanjoy Dasgupta;David A. McAllester;0.333300
Sanjoy Dasgupta;Ronitt Rubinfeld;0.499800
Sanjoy Dasgupta;Leonard J. Schulman;3.000000
Sanjoy Dasgupta;Andrea Vattani;0.333300
Sanjoy Dasgupta;Adam Tauman Kalai;0.666600
Sanjoy Dasgupta;John Langford;1.666600
Sanjoy Dasgupta;Ravi Kumar;0.499800
Sanjoy Dasgupta;Tugkan Batu;0.499800
Sanjoy Dasgupta;Anupam Gupta;1.000000
Sanjoy Dasgupta;Claire Monteleoni;1.333200
Peter C. Wayner;Daniel P. Huttenlocher;1.000000
Evgeniy Gabrilovich;Zhong Su;0.333300
Evgeniy Gabrilovich;Susan T. Dumais;0.333300
Evgeniy Gabrilovich;Chenhao Tan;0.333300
Evgeniy Gabrilovich;Jie Tang;0.333300
Evgeniy Gabrilovich;Andrei Z. Broder;2.097100
Evgeniy Gabrilovich;Vanja Josifovski;3.030200
Evgeniy Gabrilovich;Bo Pang;1.566400
Evgeniy Gabrilovich;Eric Horvitz;0.333300
Seung-Jae Han;Yigal Bejerano;3.999600
Seung-Jae Han;Amit Kumar;0.666500
Seung-Jae Han;Keon-Taek Lee;0.499800
Seung-Jae Han;Sunju Park;0.499900
Boris Pittel;Jennifer T. Chayes;1.166400
Boris Pittel;Alan M. Frieze;1.333300
Boris Pittel;Jonathan Aronson;0.333300
Boris Pittel;Joel Spencer;0.333300
Boris Pittel;Béla Bollobás;1.000000
Boris Pittel;Christian Borgs;1.166400
Boris Pittel;Tomasz Luczak;1.166600
Boris Pittel;Rajeev Motwani;0.666600
Boris Pittel;Nicholas C. Wormald;2.380900
Nicholas C. Wormald;Benny Sudakov;0.666500
Nicholas C. Wormald;Warren D. Smith;1.000000
Nicholas C. Wormald;Michael Krivelevich;0.666500
Nicholas C. Wormald;Alan M. Frieze;1.433300
Nicholas C. Wormald;Catherine S. Greenhill;1.833100
Nicholas C. Wormald;Joel Spencer;0.333300
Nicholas C. Wormald;Svante Janson;1.166600
Nicholas C. Wormald;Noga Alon;0.666600
Nicholas C. Wormald;Pawel Pralat;1.933200
Nicholas C. Wormald;Brendan D. McKay;3.999900
Nicholas C. Wormald;Tom Bohman;0.333300
Nicholas C. Wormald;Boris Pittel;2.380900
Leopold Flatto;Frank Thomson Leighton;0.333300
Leopold Flatto;Edward G. Coffman Jr.;3.166200
Kenneth Steiglitz;Kazuo Iwano;3.000000
Kenneth Steiglitz;Amit Sahai;0.333300
Kenneth Steiglitz;Christos H. Papadimitriou;2.000000
Kenneth Steiglitz;Jeffrey D. Ullman;0.333300
Alla Gorbach;Hagit Attiya;0.666600
Alla Gorbach;Shlomo Moran;0.666600
Ronald L. Rivest;Oded Goldreich;0.666500
Ronald L. Rivest;Baruch Awerbuch;0.333200
Ronald L. Rivest;Andrea S. LaPaugh;2.000000
Ronald L. Rivest;Frank Thomson Leighton;2.133200
Ronald L. Rivest;Sally A. Goldman;1.666600
Ronald L. Rivest;Yishay Mansour;0.999900
Ronald L. Rivest;Nathan Linial;0.999900
Ronald L. Rivest;Michael Ben-Or;0.333200
Ronald L. Rivest;Charles E. Leiserson;0.499900
Ronald L. Rivest;Srinivas Devadas;0.314200
Ronald L. Rivest;Silvio Micali;3.333100
Ronald L. Rivest;Mona Singh;0.999800
Ronald L. Rivest;Brenda S. Baker;0.333300
Ronald L. Rivest;Edward G. Coffman Jr.;0.333300
Hui Chen;Xuemin Shen;1.333200
Hui Chen;Alan M. Frieze;2.000000
Hui Chen;Deyi Li;0.333300
Hui Chen;King-Ip Lin;1.000000
Michele Conforti;Refael Hassin;0.333300
Michele Conforti;Guido Proietti;0.333300
Michele Conforti;Romeo Rizzi;1.000000
Michele Conforti;R. Ravi;0.333300
Michele Conforti;Francisco Barahona;1.000000
Atri Rudra;T. S. Jayram;0.333300
Atri Rudra;Robert Krauthgamer;0.833200
Atri Rudra;Felix Wu;0.333200
Atri Rudra;Paul Beame;0.333300
Atri Rudra;Lisa Fleischer;0.999900
Atri Rudra;Vijay Kumar;2.066300
Atri Rudra;Murat Demirbas;0.399800
Atri Rudra;Andrew McGregor;0.333300
Atri Rudra;Richard J. Lipton;0.666600
Atri Rudra;Avrim Blum;0.333200
Atri Rudra;Piotr Indyk;0.333300
Atri Rudra;Viswanath Nagarajan;0.366400
Atri Rudra;Don Coppersmith;1.999900
Atri Rudra;Nikhil Bansal;0.499600
Atri Rudra;Anupam Gupta;0.366400
Atri Rudra;Aranyak Mehta;0.833200
Malik Magdon-Ismail;David P. Woodruff;0.333200
Malik Magdon-Ismail;Petros Drineas;1.933000
Malik Magdon-Ismail;Ameya Hate;0.333300
Malik Magdon-Ismail;Elliot Anshelevich;0.333300
Malik Magdon-Ismail;Bülent Yener;0.666500
Malik Magdon-Ismail;Marios Mavronicolas;1.499700
Malik Magdon-Ismail;Sanmay Das;4.533200
Malik Magdon-Ismail;Paul Horn;1.000000
Malik Magdon-Ismail;Michael W. Mahoney;0.333200
Joe Kilian;Silvio Micali;1.214100
Joe Kilian;Frank Thomson Leighton;1.333200
Joe Kilian;Funda Ergün;0.380900
Joe Kilian;Joan Feigenbaum;1.333100
Joe Kilian;Ronitt Rubinfeld;1.214200
Joe Kilian;Ingemar J. Cox;0.499800
Joe Kilian;Talal Shamoon;0.499800
Joe Kilian;Moni Naor;1.433300
Joe Kilian;Michael Ben-Or;0.380800
Joe Kilian;Charles E. Leiserson;0.666600
Joe Kilian;Uriel Feige;10.666600
Joe Kilian;Rafail Ostrovsky;0.833200
Joe Kilian;Ravi Kumar;0.333300
Joe Kilian;Ran Canetti;0.666400
Joe Kilian;Kevin J. Lang;0.333300
Joe Kilian;Lance Fortnow;0.333200
Kazuo Iwano;Hisao Tamaki;0.333300
Kazuo Iwano;Kenneth Steiglitz;3.000000
Kazuo Iwano;Takeshi Tokuyama;0.999800
Kazuo Iwano;Magnús M. Halldórsson;0.333200
Kazuo Iwano;Hiroshi Imai;1.233200
Kazuo Iwano;Naoki Katoh;6.566300
Kazuo Iwano;Prabhakar Raghavan;0.333300
David Peleg;Barbara Simons;2.000000
David Peleg;Danny Dolev;0.499800
David Peleg;Lenore Cowen;0.999600
David Peleg;Amotz Bar-Noy;2.332800
David Peleg;Mark R. Tuttle;0.499800
David Peleg;Nicholas Pippenger;0.333200
David Peleg;Jeffrey D. Ullman;2.000000
David Peleg;Eli Upfal;9.332900
David Peleg;Baruch Awerbuch;9.365500
David Peleg;Yishay Mansour;0.699800
David Peleg;Noga Alon;0.666400
David Peleg;Prabhakar Raghavan;0.666400
David Peleg;Bonnie Berger;0.999600
David Peleg;Michael E. Saks;0.333200
David Peleg;Nathan Linial;0.999600
David Peleg;Alejandro A. Schäffer;1.000000
David Peleg;Cynthia Dwork;0.333200
David Peleg;Michael Langberg;0.833000
David Peleg;Gopal Pandurangan;0.507100
David Peleg;Michelangelo Grigni;1.000000
David Peleg;Daphne Koller;0.399800
David Peleg;Oded Goldreich;0.333200
David Peleg;Shlomi Dolev;0.333200
David Peleg;Uriel Feige;0.999700
Yannis Manolopoulos;M. Ranganathan;0.333300
Yannis Manolopoulos;Stavros Christodoulakis;1.333300
Yannis Manolopoulos;Guido Proietti;0.666400
Yannis Manolopoulos;H. V. Jagadish;0.333300
Yannis Manolopoulos;Christos H. Papadimitriou;0.333300
Yannis Manolopoulos;John G. Kollias;4.999900
Yannis Manolopoulos;Christos Faloutsos;2.666600
Rebecca Stewart;Mark Sandler;3.333300
Rebecca Stewart;Panos Kudumakis;0.333300
Kehong Wang;Bangyong Liang;1.299500
Kehong Wang;Jie Tang;2.299000
Kehong Wang;Juanzi Li;0.933100
Kehong Wang;Yue-Ru Cai;0.499800
Kehong Wang;Kuo Zhang;0.333200
Kehong Wang;Juan-Zi Li;3.798700
Pietro Perona;Bernhard Schölkopf;0.333300
Pietro Perona;Bo Chen;0.333300
Pietro Perona;Padhraic Smyth;0.480800
Pietro Perona;Ryan Gomes;1.166500
Pietro Perona;Andreas Krause;0.499900
Pietro Perona;Andrew Zisserman;2.333000
Yoëlle S. Maarek;Andrei Z. Broder;0.547500
Yoëlle S. Maarek;Ronald Fagin;1.047600
Yoëlle S. Maarek;Ricardo A. Baeza-Yates;1.833200
Justin Cheng;Cristian Danescu-Niculescu-Mizil;0.333200
Justin Cheng;Lillian Lee;0.333200
Justin Cheng;Dan Cosley;1.000000
Justin Cheng;Chinmay Eishan Kulkarni;0.333300
Justin Cheng;Wee Siong Ng;1.166600
Justin Cheng;Jon M. Kleinberg;0.499800
Justin Cheng;Scott E. Klemmer;0.333300
Jihad El-Sana;Klara Kedem;0.633200
Jihad El-Sana;Nate Hagbi;2.668900
Jihad El-Sana;Its'hak Dinstein;0.433200
Lisa Zhang;Gordon T. Wilfong;0.833200
Lisa Zhang;Frank Thomson Leighton;0.499800
Lisa Zhang;Peter Winkler;1.000000
Lisa Zhang;Funda Ergün;0.666600
Lisa Zhang;F. Bruce Shepherd;1.333200
Lisa Zhang;Elliot Anshelevich;2.000000
Lisa Zhang;Yonatan Aumann;0.666600
Lisa Zhang;Hadas Shachnai;0.666600
Lisa Zhang;Matthew Andrews;41.799000
Lisa Zhang;Michel X. Goemans;0.666600
Lisa Zhang;Panagiotis Takis Metaxas;0.499800
Lisa Zhang;Yair Bartal;0.333200
Lisa Zhang;Chandra Chekuri;0.499800
Lisa Zhang;Ashish Goel;0.499800
José Fernando Rodrigues Jr.;Caetano Traina Jr.;2.066100
José Fernando Rodrigues Jr.;Christos Faloutsos;0.333200
José Fernando Rodrigues Jr.;Agma J. M. Traina;2.166100
Adel Al-Taitoon;Carsten Sørensen;2.333300
Adel Al-Taitoon;David Gibson;0.333300
Ronitt Rubinfeld;Alan Guo;0.333300
Ronitt Rubinfeld;Rocco A. Servedio;2.761600
Ronitt Rubinfeld;Elena Grigorescu;0.333300
Ronitt Rubinfeld;Manuel Blum;0.833200
Ronitt Rubinfeld;Muli Safra;0.433200
Ronitt Rubinfeld;Krzysztof Onak;2.761600
Ronitt Rubinfeld;Andrea Campagna;0.333300
Ronitt Rubinfeld;Asaf Shapira;2.000000
Ronitt Rubinfeld;Don Coppersmith;0.499800
Ronitt Rubinfeld;Dana Ron;9.465500
Ronitt Rubinfeld;Joe Kilian;1.214200
Ronitt Rubinfeld;Richard J. Lipton;0.433200
Ronitt Rubinfeld;Funda Ergün;2.342600
Ronitt Rubinfeld;Ning Xie;1.733000
Ronitt Rubinfeld;Sigal Ar;0.333200
Ronitt Rubinfeld;Sanjoy Dasgupta;0.499800
Ronitt Rubinfeld;Reut Levi;2.499700
Ronitt Rubinfeld;Richard Zippel;1.000000
Ronitt Rubinfeld;Warren D. Smith;0.300000
Ronitt Rubinfeld;Shai Vardi;0.666400
Ronitt Rubinfeld;Noga Alon;0.399800
Ronitt Rubinfeld;Sofya Raskhodnikova;0.714000
Ronitt Rubinfeld;Khanh Do Ba;0.333200
Ronitt Rubinfeld;Oded Goldreich;0.999900
Ronitt Rubinfeld;Adam Smith;0.599800
Ronitt Rubinfeld;Bernard Chazelle;0.833200
Ronitt Rubinfeld;Ravi Kumar;4.166100
Ronitt Rubinfeld;Gil Tamir;0.333200
Ronitt Rubinfeld;Ryan O'Donnell;0.666400
Ronitt Rubinfeld;Michael Luby;1.166400
Ronitt Rubinfeld;Patrick White;1.033200
Ronitt Rubinfeld;Michal Rosen;0.333200
Ronitt Rubinfeld;Alexandr Andoni;0.399800
Ronitt Rubinfeld;Moni Naor;0.333300
Ronitt Rubinfeld;Luca Trevisan;0.666600
Ronitt Rubinfeld;Omri Weinstein;0.433200
Ronitt Rubinfeld;Jon M. Kleinberg;1.035700
Ronitt Rubinfeld;Michal Parnas;1.999800
Ronitt Rubinfeld;Huy N. Nguyen;0.333200
Ronitt Rubinfeld;Piotr Indyk;0.999800
Ronitt Rubinfeld;Michael Ben-Or;0.499800
Ronitt Rubinfeld;Kevin Matulef;0.828200
Ronitt Rubinfeld;Tugkan Batu;1.913900
Ronitt Rubinfeld;Madhu Sudan;3.468800
Ronitt Rubinfeld;Kyomin Jung;0.333300
Ronitt Rubinfeld;Eldar Fischer;0.466400
Ronitt Rubinfeld;Arnab Bhattacharyya;0.333200
Ronitt Rubinfeld;Sandy Irani;0.499900
Ronitt Rubinfeld;Huy L. Nguyen;0.333200
Ronitt Rubinfeld;Lance Fortnow;0.461800
Ronitt Rubinfeld;Paul Valiant;0.333200
Agma J. M. Traina;Bernhard Seeger;0.499800
Agma J. M. Traina;Elaine P. M. de Sousa;0.933000
Agma J. M. Traina;Caetano Traina Jr.;22.004500
Agma J. M. Traina;Leejay Wu;0.433200
Agma J. M. Traina;Marcos R. Vieira;1.632800
Agma J. M. Traina;José Fernando Rodrigues Jr.;2.166100
Agma J. M. Traina;Robson Leonardo Ferreira Cordeiro;0.333200
Agma J. M. Traina;Roberto F. Santos Filho;0.766500
Agma J. M. Traina;Christos Faloutsos;3.665600
Indraneel Chakraborty;Rui Fan;0.333300
Indraneel Chakraborty;Nancy A. Lynch;0.333300
Armando Castañeda;Hagit Attiya;1.000000
Armando Castañeda;Sergio Rajsbaum;5.499800
Armando Castañeda;Maurice Herlihy;0.666600
Jing Wang;Siddharth Suri;0.333300
Jing Wang;Duncan J. Watts;0.333300
Robert L. (Scot) Drysdale III;Bernard Chazelle;0.666600
Robert L. (Scot) Drysdale III;Leonidas J. Guibas;0.333200
Robert L. (Scot) Drysdale III;L. Paul Chew;1.000000
R. M. D'Souza;Robert D. Kleinberg;0.400000
R. M. D'Souza;Jennifer T. Chayes;0.400000
R. M. D'Souza;Christian Borgs;0.400000
R. M. D'Souza;Noam Berger;0.400000
Elad Yom-Tov;Danny Bickson;0.333300
Elad Yom-Tov;Dmitry Pechyony;0.333300
Elad Yom-Tov;Danny Dolev;0.333300
Elad Yom-Tov;Ran El-Yaniv;0.333300
Michal Karonski;Svante Janson;0.499900
Michal Karonski;Tomasz Luczak;1.000000
Michal Karonski;Michal Hanckowiak;1.333200
Michal Karonski;Lubos Thoma;0.333300
Michal Karonski;Joel Spencer;1.000000
Michal Karonski;Alessandro Panconesi;0.999900
Michal Karonski;Alan M. Frieze;0.499900
Alberto Nelli;Carlos Castillo;0.333300
Alberto Nelli;Alessandro Panconesi;0.333300
Rakesh Agrawal;Spiros Papadimitriou;0.333200
Rakesh Agrawal;Raghu Ramakrishnan;0.447500
Rakesh Agrawal;Soumen Chakrabarti;0.333200
Rakesh Agrawal;Mayank Bawa;0.499900
Rakesh Agrawal;Byron Dom;0.333200
Rakesh Agrawal;Dimitrios Gunopulos;1.333100
Rakesh Agrawal;Prabhakar Raghavan;0.999700
Rakesh Agrawal;Sreenivas Gollapudi;1.299600
Rakesh Agrawal;Arun N. Swami;2.099900
Rakesh Agrawal;Edward L. Wimmers;1.166600
Rakesh Agrawal;Daniel Gruhl;0.499800
Rakesh Agrawal;Bruce G. Lindsay 0001;0.766600
Rakesh Agrawal;Panayiotis Tsaparas;0.333200
Rakesh Agrawal;Nimrod Megiddo;0.499900
Rakesh Agrawal;Johannes Gehrke;0.666400
Rakesh Agrawal;Andreas Arning;0.399900
Rakesh Agrawal;H. V. Jagadish;11.666500
Rakesh Agrawal;Christos Faloutsos;0.399900
Rakesh Agrawal;Alexandre V. Evfimievski;0.833100
Rakesh Agrawal;Jehoshua Bruck;0.666600
Ryen W. White;Peter Bailey;0.947400
Ryen W. White;Susan T. Dumais;3.913800
Ryen W. White;Jie Tang;0.333300
Ryen W. White;Ashish Kapoor;0.333300
Ryen W. White;Eric Horvitz;3.333300
Sivan Toledo;Klara Kedem;0.666600
Sivan Toledo;Micha Sharir;2.499800
Sivan Toledo;Satish Rao;0.666600
Sivan Toledo;Charles E. Leiserson;0.766600
Sivan Toledo;Daniel Cohen-Or;0.599900
Sivan Toledo;Pankaj K. Agarwal;0.833200
H. Brendan McMahan;Brent Bryan;0.499900
H. Brendan McMahan;Avrim Blum;1.333300
H. Brendan McMahan;Varun Kanade;0.333300
H. Brendan McMahan;Geoffrey J. Gordon;3.666600
H. Brendan McMahan;Adam Tauman Kalai;0.666600
H. Brendan McMahan;Matthew J. Streeter;7.000000
H. Brendan McMahan;Abraham Flaxman;0.666600
Gregory A. Klanderman;William Rucklidge;0.333300
Gregory A. Klanderman;Daniel P. Huttenlocher;0.333300
Aviv Regev;Leonid Chindelevitch;0.333300
Aviv Regev;Daphne Koller;0.300000
Aviv Regev;Bonnie Berger;0.333300
Edoardo Airoldi;Christos Faloutsos;1.000000
Henry C. Lin;Asher Walkover;0.333200
Henry C. Lin;Luca Trevisan;0.333300
Henry C. Lin;Éva Tardos;0.666500
Henry C. Lin;Tim Roughgarden;0.666500
Jennifer L. Welch;Roy Friedman;0.333200
Jennifer L. Welch;Alejandro Cornejo;0.333300
Jennifer L. Welch;Barbara Simons;0.333300
Jennifer L. Welch;Alex Kogan;0.666600
Jennifer L. Welch;Soma Chaudhuri;3.999700
Jennifer L. Welch;Faith Ellen;0.333300
Jennifer L. Welch;Seth Gilbert;0.533200
Jennifer L. Welch;Shlomi Dolev;9.632900
Jennifer L. Welch;David Hay;0.333300
Jennifer L. Welch;Srikanth Sastry;2.833000
Jennifer L. Welch;Andréa W. Richa;1.000000
Jennifer L. Welch;Nancy A. Lynch;2.999800
Jennifer L. Welch;Alexander A. Shvartsman;0.533200
Jennifer L. Welch;Hagit Attiya;4.999700
Jennifer L. Welch;Leslie Lamport;0.333300
Paris C. Kanellakis;Catriel Beeri;0.499800
Paris C. Kanellakis;Larry J. Stockmeyer;0.666600
Paris C. Kanellakis;Raghu Ramakrishnan;0.499800
Paris C. Kanellakis;Jeffrey Scott Vitter;0.999800
Paris C. Kanellakis;Christos H. Papadimitriou;7.166600
Paris C. Kanellakis;Stavros S. Cosmadakis;7.666400
Paris C. Kanellakis;Alexander A. Shvartsman;4.166500
Paris C. Kanellakis;Moshe Y. Vardi;1.166400
Paris C. Kanellakis;Serge Abiteboul;7.233100
Paris C. Kanellakis;Cynthia Dwork;0.999900
Carsten Sørensen;David Gibson;0.333300
Carsten Sørensen;Adel Al-Taitoon;2.333300
Claude Delobel;Yehoshua Sagiv;0.333200
Claude Delobel;Ronald Fagin;0.333200
Claude Delobel;Philip A. Bernstein;0.333300
Claude Delobel;Douglas Stott Parker Jr.;1.333200
Claude Delobel;Serge Abiteboul;0.733200
Sebastiano Vigna;Carlos Castillo;0.780600
Sebastiano Vigna;Flavio Chierichetti;0.666600
Sebastiano Vigna;Paolo Boldi;44.646000
Marcelo Godoy Simões;Fabio Gagliardi Cozman;0.333300
Marcelo Godoy Simões;Carlos Guestrin;0.333300
Bugra Caskurlu;Elliot Anshelevich;5.166500
Bugra Caskurlu;Ameya Hate;0.999900
John Rompel;Lance Fortnow;0.999900
John Rompel;Peter W. Shor;0.666600
John Rompel;Michael Sipser;0.999900
John Rompel;Bonnie Berger;3.666600
Leonid Gerzon;Ran El-Yaniv;1.000000
Kunal Talwar;Aaron Archer;0.399800
Kunal Talwar;Shuchi Chawla;0.333200
Kunal Talwar;Aaron Roth;0.533200
Kunal Talwar;David B. Shmoys;1.000000
Kunal Talwar;Mohammad Mahdian;0.333200
Kunal Talwar;Éva Tardos;0.399800
Kunal Talwar;Christos H. Papadimitriou;0.666500
Kunal Talwar;Mohammad Taghi Hajiaghayi;0.333300
Kunal Talwar;Vijay V. Vazirani;0.499800
Kunal Talwar;Andrej Bogdanov;0.333300
Kunal Talwar;T.-H. Hubert Chan;0.666600
Kunal Talwar;Nicole Immorlica;0.433200
Kunal Talwar;Grant Schoenebeck;0.333200
Kunal Talwar;Satish Rao;1.832900
Kunal Talwar;Kamal Jain;0.999700
Kunal Talwar;Alex Fabrikant;0.333300
Kunal Talwar;Frank McSherry;1.933100
Kunal Talwar;Uriel Feige;2.000000
Kunal Talwar;Rina Panigrahy;0.999900
Kunal Talwar;Mohit Singh;1.000000
Kunal Talwar;Dahlia Malkhi;0.366600
Kunal Talwar;Anupam Gupta;5.433000
Kunal Talwar;Moritz Hardt;2.000000
Kunal Talwar;Cynthia Dwork;0.733100
Guido Schäfer;Hisao Tamaki;0.333200
Guido Schäfer;Kurt Mehlhorn;3.833100
Guido Schäfer;Lisa Fleischer;0.333200
Guido Schäfer;Thomas Rothvoß;0.333200
Guido Schäfer;Fabrizio Grandoni;0.666400
Guido Schäfer;David Kempe;0.333200
Guido Schäfer;Stefano Leonardi;3.899600
Guido Schäfer;Bart de Keijzer;1.666500
Guido Schäfer;Jochen Könemann;1.099700
Guido Schäfer;Po-An Chen;0.333200
Guido Schäfer;Mahyar Salek;0.333300
Michael Schapira;Yaron Singer;1.833200
Michael Schapira;Shahar Dobzinski;2.333200
Michael Schapira;George Christodoulou 0001;0.333300
Michael Schapira;Joan Feigenbaum;1.835400
Michael Schapira;Christos H. Papadimitriou;0.499900
Michael Schapira;Gregory Valiant;0.666400
Michael Schapira;Rahul Sami;0.333300
Michael Schapira;Ahuva Mu'alem;3.000000
Michael Schapira;Aviv Zohar;2.166200
Michael Schapira;Vahab S. Mirrokni;0.333300
Michael Schapira;Alex Fabrikant;0.666600
Michael Schapira;Jan Vondrák;0.333300
Michael Schapira;Scott Shenker;0.502100
Ran Bachrach;Eli Shamir;0.333300
Ran Bachrach;M. Reinstadtler;0.333300
Ran Bachrach;Shai Fine;0.333300
Ran Bachrach;Ran El-Yaniv;1.333300
Michelangelo Grigni;Zhi-Zhong Chen;1.333200
Michelangelo Grigni;Vincent Mirelli;0.666600
Michelangelo Grigni;Dimitris Papadias;0.333300
Michelangelo Grigni;Michael Sipser;2.000000
Michelangelo Grigni;Christos H. Papadimitriou;2.666400
Michelangelo Grigni;David Peleg;1.000000
Michelangelo Grigni;Umesh V. Vazirani;0.333200
Michelangelo Grigni;Elias Koutsoupias;0.333300
Michelangelo Grigni;Leonard J. Schulman;0.333200
Eric Krotkov;Martial Hebert;1.428500
Eric Krotkov;Fabio Gagliardi Cozman;6.333300
Eric Krotkov;Carlos Guestrin;0.333300
Alon Efrat;Klara Kedem;0.333200
Alon Efrat;Joseph S. B. Mitchell;1.228100
Alon Efrat;Micha Sharir;7.499300
Alon Efrat;Alon Itai;1.666600
Alon Efrat;Dorit Dor;0.333200
Alon Efrat;Vladlen Koltun;0.433200
Alon Efrat;L. Paul Chew;0.333200
Alon Efrat;Leonidas J. Guibas;0.666400
Alon Efrat;Matthew J. Katz;4.666500
Alon Efrat;Pankaj K. Agarwal;0.966200
Alon Efrat;Piotr Indyk;1.333100
Xionger Qiu;Yueqiu Wang;0.333300
Xionger Qiu;Jie Tang;0.333300
Danai Koutra;Evangelos E. Papalexakis;0.333300
Danai Koutra;Christos Faloutsos;0.666500
Michael K. Reiter;Michael Merritt;0.333200
Michael K. Reiter;Vyas Sekar;1.599600
Michael K. Reiter;Hui Zhang;0.933100
Michael K. Reiter;David R. O'Hallaron;0.766600
Michael K. Reiter;Yishay Mansour;0.999900
Michael K. Reiter;Ke Yang;0.433300
Michael K. Reiter;Dawn Xiaodong Song;2.099800
Michael K. Reiter;Gregory Chockler;0.333300
Michael K. Reiter;Yinglian Xie;1.199800
Michael K. Reiter;Gadi Taubenfeld;0.333200
Michael K. Reiter;Robbert van Renesse;0.333300
Michael K. Reiter;Gregory R. Ganger;1.347400
Michael K. Reiter;Dahlia Malkhi;13.765900
Michael K. Reiter;Anupam Gupta;0.433200
Michael K. Reiter;Roberto De Prisco;0.666600
Kate Jenkins;Alan J. Demers;1.000000
Kate Jenkins;Tim Roughgarden;0.333300
Jayme Luiz Szwarcfiter;Alon Itai;0.333300
Jayme Luiz Szwarcfiter;Claudson F. Bornstein;2.000000
Jayme Luiz Szwarcfiter;Christos H. Papadimitriou;0.333300
Jayme Luiz Szwarcfiter;Bruce A. Reed;0.333300
Shishir Bharathi;David Kempe;0.333300
Shishir Bharathi;Mahyar Salek;0.333300
